Species	Symbol	Ensembl	Family	Protein	Entrez_ID
Mus_musculus	Zbtb4	ENSMUSG00000018750	ZBTB	ENSMUSP00000104278.2;ENSMUSP00000104280.2;ENSMUSP00000104280.2;ENSMUSP00000121694.2;ENSMUSP00000104279.2;	75580
Mus_musculus	Hoxc6	ENSMUSG00000001661	Homeobox	ENSMUSP00000001711.5;	15425
Mus_musculus	Nrl	ENSMUSG00000040632	TF_bZIP	ENSMUSP00000153933.2;ENSMUSP00000136445.2;ENSMUSP00000054457.8;ENSMUSP00000107035.2;	18185
Mus_musculus	Vsx2	ENSMUSG00000021239	Homeobox	ENSMUSP00000021665.6;ENSMUSP00000131009.3;	12677
Mus_musculus	Nr4a3	ENSMUSG00000028341	NGFIB-like	ENSMUSP00000121455.2;ENSMUSP00000030025.4;	18124
Mus_musculus	Ebf4	ENSMUSG00000053552	COE	ENSMUSP00000105915.2;ENSMUSP00000133528.2;ENSMUSP00000105916.2;ENSMUSP00000105917.3;ENSMUSP00000134520.2;	228598
Mus_musculus	Tlx3	ENSMUSG00000040610	Homeobox	ENSMUSP00000047457.7;	27140
Mus_musculus	Zfp945	ENSMUSG00000059142	zf-C2H2	ENSMUSP00000124123.4;ENSMUSP00000086074.7;	240041
Mus_musculus	Mier3	ENSMUSG00000032727	MYB	ENSMUSP00000104894.3;ENSMUSP00000104895.3;ENSMUSP00000036809.5;	218613
Mus_musculus	Mycs	ENSMUSG00000044597	bHLH	ENSMUSP00000054158.4;	17870
Mus_musculus	Zbtb34	ENSMUSG00000068966	ZBTB	ENSMUSP00000108783.2;ENSMUSP00000108783.2;ENSMUSP00000088560.3;	241311
Mus_musculus	Atf7	ENSMUSG00000099083	TF_bZIP	ENSMUSP00000139367.2;ENSMUSP00000130130.2;ENSMUSP00000139181.2;ENSMUSP00000139308.2;ENSMUSP00000104456.2;ENSMUSP00000139243.2;	223922
Mus_musculus	Platr25	ENSMUSG00000074863	zf-C2H2	ENSMUSP00000152199.2;ENSMUSP00000152582.2;ENSMUSP00000152625.2;ENSMUSP00000152117.2;	NA
Mus_musculus	Pax3	ENSMUSG00000004872	PAX	ENSMUSP00000084320.7;ENSMUSP00000004994.10;	18505
Mus_musculus	Gm2007	ENSMUSG00000094932	zf-C2H2	ENSMUSP00000137539.2;ENSMUSP00000141172.2;	102639653
Mus_musculus	Irf1	ENSMUSG00000018899	IRF	ENSMUSP00000019043.7;ENSMUSP00000122101.2;ENSMUSP00000104548.3;ENSMUSP00000104550.2;ENSMUSP00000118314.2;ENSMUSP00000114315.2;ENSMUSP00000116656.2;ENSMUSP00000118795.2;	16362
Mus_musculus	Zfp286	ENSMUSG00000047342	zf-C2H2	ENSMUSP00000055517.7;	192651
Mus_musculus	Hnf1b	ENSMUSG00000020679	Homeobox	ENSMUSP00000123297.2;ENSMUSP00000103749.3;ENSMUSP00000021016.3;ENSMUSP00000103748.2;	21410
Mus_musculus	Nkx1-1	ENSMUSG00000029112	Homeobox	ENSMUSP00000133620.2;	672284
Mus_musculus	Tada2b	ENSMUSG00000029196	MYB	ENSMUSP00000031097.8;	231151
Mus_musculus	Zfp275	ENSMUSG00000031365	zf-C2H2	ENSMUSP00000110143.2;ENSMUSP00000033731.4;	27081
Mus_musculus	Mkrn2	ENSMUSG00000000439	zf-CCCH	ENSMUSP00000000449.8;	67027
Mus_musculus	Hoxc5	ENSMUSG00000022485	Homeobox	ENSMUSP00000001709.3;	NA
Mus_musculus	Pgr	ENSMUSG00000031870	ESR-like	ENSMUSP00000140124.2;ENSMUSP00000063562.4;ENSMUSP00000096584.4;	18667
Mus_musculus	Gm28360	ENSMUSG00000100305	zf-C2H2	ENSMUSP00000140444.2;	NA
Mus_musculus	Pax9	ENSMUSG00000001497	PAX	ENSMUSP00000117928.2;ENSMUSP00000001538.10;	18511
Mus_musculus	Hoxc8	ENSMUSG00000001657	Homeobox	ENSMUSP00000001703.7;	15426
Mus_musculus	Ubp1	ENSMUSG00000009741	CP2	ENSMUSP00000112192.3;ENSMUSP00000150023.2;ENSMUSP00000009885.8;ENSMUSP00000149908.2;ENSMUSP00000081946.6;	22221
Mus_musculus	Tcf7l1	ENSMUSG00000055799	HMG	ENSMUSP00000069403.6;ENSMUSP00000109687.2;	21415
Mus_musculus	Hoxd1	ENSMUSG00000042448	Homeobox	ENSMUSP00000043078.4;	15429
Mus_musculus	Zfp341	ENSMUSG00000059842	zf-C2H2	ENSMUSP00000105324.2;ENSMUSP00000080596.7;	228807
Mus_musculus	Ebf1	ENSMUSG00000057098	COE	ENSMUSP00000099857.3;ENSMUSP00000080020.6;ENSMUSP00000104891.2;	13591
Mus_musculus	Myb	ENSMUSG00000019982	MYB	ENSMUSP00000020158.7;ENSMUSP00000139699.2;	17863
Mus_musculus	Klf6	ENSMUSG00000000078	zf-C2H2	ENSMUSP00000000080.7;	23849
Mus_musculus	Klf17	ENSMUSG00000048626	zf-C2H2	ENSMUSP00000052316.6;	75753
Mus_musculus	Gatad2b	ENSMUSG00000042390	zf-GATA	ENSMUSP00000142514.2;ENSMUSP00000143085.2;ENSMUSP00000145623.2;ENSMUSP00000142617.2;ENSMUSP00000041370.5;	229542
Mus_musculus	Usf3	ENSMUSG00000068284	bHLH	ENSMUSP00000128627.2;ENSMUSP00000112620.2;ENSMUSP00000085694.5;	207806
Mus_musculus	Gm10770	ENSMUSG00000074837	zf-C2H2	ENSMUSP00000097015.3;	NA
Mus_musculus	Zfp362	ENSMUSG00000028799	zf-C2H2	ENSMUSP00000128499.2;ENSMUSP00000101686.3;ENSMUSP00000065733.8;	230761
Mus_musculus	Gm5767	ENSMUSG00000107252	zf-LITAF-like	ENSMUSP00000148509.2;ENSMUSP00000143858.3;	436336
Mus_musculus	Gm14410	ENSMUSG00000078870	zf-C2H2	ENSMUSP00000114668.2;	100043403
Mus_musculus	Zfp787	ENSMUSG00000046792	zf-C2H2	ENSMUSP00000147060.2;ENSMUSP00000092468.2;	67109
Mus_musculus	Tgif2lx1	ENSMUSG00000100133	Homeobox	ENSMUSP00000073522.5;	245583
Mus_musculus	Zfp583	ENSMUSG00000030443	zf-C2H2	ENSMUSP00000129551.2;ENSMUSP00000104200.2;ENSMUSP00000053935.8;	213011
Mus_musculus	Twist1	ENSMUSG00000035799	bHLH	ENSMUSP00000040089.6;	22160
Mus_musculus	Zfp296	ENSMUSG00000011267	zf-C2H2	ENSMUSP00000104093.2;	63872
Mus_musculus	Gm14403	ENSMUSG00000094786	zf-C2H2	ENSMUSP00000104575.3;	NA
Mus_musculus	Sox7	ENSMUSG00000063060	HMG	ENSMUSP00000078597.6;	20680
Mus_musculus	Carhsp1	ENSMUSG00000008393	CSD	ENSMUSP00000008537.9;	52502
Mus_musculus	Sohlh1	ENSMUSG00000059625	bHLH	ENSMUSP00000076253.7;	227631
Mus_musculus	Zfp273	ENSMUSG00000030446	zf-C2H2	ENSMUSP00000137903.2;ENSMUSP00000012725.8;	212569
Mus_musculus	Zfp334	ENSMUSG00000017667	zf-C2H2	ENSMUSP00000099373.4;	228876
Mus_musculus	Snapc4	ENSMUSG00000036281	MYB	ENSMUSP00000109750.3;ENSMUSP00000122456.2;ENSMUSP00000041767.5;	227644
Mus_musculus	Foxp2	ENSMUSG00000029563	Fork_head	ENSMUSP00000111137.2;ENSMUSP00000111134.2;ENSMUSP00000111132.2;ENSMUSP00000031545.8;	114142
Mus_musculus	Tulp1	ENSMUSG00000037446	Tub	ENSMUSP00000110442.2;ENSMUSP00000121444.2;ENSMUSP00000156934.2;ENSMUSP00000156826.2;ENSMUSP00000049070.7;ENSMUSP00000116588.2;ENSMUSP00000156761.2;ENSMUSP00000116844.3;	22157
Mus_musculus	Elf5	ENSMUSG00000027186	ETS	ENSMUSP00000118565.2;ENSMUSP00000131940.2;ENSMUSP00000126941.2;ENSMUSP00000159212.2;ENSMUSP00000028609.8;	13711
Mus_musculus	Zfp119a	ENSMUSG00000057835	zf-C2H2	ENSMUSP00000078587.7;	104349
Mus_musculus	Tfap4	ENSMUSG00000005718	bHLH	ENSMUSP00000155803.2;ENSMUSP00000155303.2;ENSMUSP00000005862.8;	83383
Mus_musculus	Zbtb42	ENSMUSG00000037638	ZBTB	ENSMUSP00000133152.2;ENSMUSP00000133152.2;	382639
Mus_musculus	2010315B03Rik	ENSMUSG00000074829	zf-C2H2	ENSMUSP00000140144.2;ENSMUSP00000140738.2;ENSMUSP00000071269.8;ENSMUSP00000137258.3;	630836
Mus_musculus	Foxo1	ENSMUSG00000044167	Fork_head	ENSMUSP00000055308.6;	56458
Mus_musculus	Tsc22d2	ENSMUSG00000027806	TSC22	ENSMUSP00000096688.3;ENSMUSP00000143364.2;	72033
Mus_musculus	E2f2	ENSMUSG00000018983	E2F	ENSMUSP00000050047.6;	242705
Mus_musculus	Zfp64	ENSMUSG00000027551	zf-C2H2	ENSMUSP00000104790.3;ENSMUSP00000104789.3;ENSMUSP00000085285.5;	22722
Mus_musculus	E2f1	ENSMUSG00000027490	E2F	ENSMUSP00000099434.5;ENSMUSP00000000894.6;	13555
Mus_musculus	Neurod6	ENSMUSG00000037984	bHLH	ENSMUSP00000047016.9;	11922
Mus_musculus	Neurog1	ENSMUSG00000048904	bHLH	ENSMUSP00000050484.5;	18014
Mus_musculus	Batf3	ENSMUSG00000026630	TF_bZIP	ENSMUSP00000027943.5;	381319
Mus_musculus	Zscan22	ENSMUSG00000054715	zf-C2H2	ENSMUSP00000057651.5;ENSMUSP00000113314.2;ENSMUSP00000113486.2;ENSMUSP00000112684.2;	232878
Mus_musculus	Klf8	ENSMUSG00000041649	zf-C2H2	ENSMUSP00000108193.3;ENSMUSP00000044317.5;	245671
Mus_musculus	Rhox7a	ENSMUSG00000071767	Homeobox	ENSMUSP00000094193.2;	547168
Mus_musculus	Foxl3	ENSMUSG00000094504	Fork_head	ENSMUSP00000137099.2;	384244
Mus_musculus	Tcf15	ENSMUSG00000068079	bHLH	ENSMUSP00000086511.6;	21407
Mus_musculus	Rhox2f	ENSMUSG00000095741	Homeobox	ENSMUSP00000110827.3;ENSMUSP00000139352.2;	434764
Mus_musculus	Foxg1	ENSMUSG00000020950	Fork_head	ENSMUSP00000021333.4;ENSMUSP00000136372.2;	15228
Mus_musculus	Rora	ENSMUSG00000032238	THR-like	ENSMUSP00000109254.3;ENSMUSP00000034766.7;	19883
Mus_musculus	2810021J22Rik	ENSMUSG00000020491	zf-C2H2	ENSMUSP00000073579.4;	69944
Mus_musculus	E2f6	ENSMUSG00000057469	E2F	ENSMUSP00000020908.8;	50496
Mus_musculus	Zfp946	ENSMUSG00000071266	zf-C2H2	ENSMUSP00000132940.2;ENSMUSP00000113244.2;ENSMUSP00000086141.7;	74149
Mus_musculus	Hoxb9	ENSMUSG00000020875	Homeobox	ENSMUSP00000000010.9;	15417
Mus_musculus	Rhox9	ENSMUSG00000068048	Homeobox	ENSMUSP00000126022.3;ENSMUSP00000086462.7;	104384
Mus_musculus	Zfp456	ENSMUSG00000078995	zf-C2H2	ENSMUSP00000059686.9;	408065
Mus_musculus	Gm9045	ENSMUSG00000112027	MYB	ENSMUSP00000151826.2;	668205
Mus_musculus	Glis1	ENSMUSG00000034762	zf-C2H2	ENSMUSP00000102349.2;ENSMUSP00000035650.3;	230587
Mus_musculus	Bsx	ENSMUSG00000054360	Homeobox	ENSMUSP00000068057.4;	244813
Mus_musculus	Hdx	ENSMUSG00000034551	Homeobox	ENSMUSP00000043482.6;ENSMUSP00000109049.3;	245596
Mus_musculus	Cebpd	ENSMUSG00000071637	TF_bZIP	ENSMUSP00000148145.2;	12609
Mus_musculus	Zbtb46	ENSMUSG00000027583	ZBTB	ENSMUSP00000137014.2;ENSMUSP00000137014.2;ENSMUSP00000029106.7;ENSMUSP00000029106.7;	72147
Mus_musculus	Hmg20b	ENSMUSG00000020232	HMG	ENSMUSP00000128807.2;ENSMUSP00000137861.2;ENSMUSP00000100961.3;ENSMUSP00000100960.2;ENSMUSP00000020454.5;ENSMUSP00000115459.2;ENSMUSP00000117322.2;	15353
Mus_musculus	Ncor2	ENSMUSG00000029478	MYB	ENSMUSP00000107024.2;ENSMUSP00000107025.2;ENSMUSP00000121588.2;ENSMUSP00000107029.2;ENSMUSP00000055954.8;ENSMUSP00000107033.3;ENSMUSP00000083250.5;ENSMUSP00000142862.2;	20602
Mus_musculus	2610008E11Rik	ENSMUSG00000060301	zf-C2H2	ENSMUSP00000044020.7;	72128
Mus_musculus	Zfp607b	ENSMUSG00000057093	zf-C2H2	ENSMUSP00000112494.2;ENSMUSP00000075755.7;	112415
Mus_musculus	Gcm1	ENSMUSG00000023333	GCM	ENSMUSP00000024104.8;	14531
Mus_musculus	Rhox4b	ENSMUSG00000071771	Homeobox	ENSMUSP00000094197.5;	57737
Mus_musculus	Dlx3	ENSMUSG00000001510	Homeobox	ENSMUSP00000090443.6;	13393
Mus_musculus	Nfkb2	ENSMUSG00000025225	RHD	ENSMUSP00000072859.6;ENSMUSP00000157809.2;ENSMUSP00000107512.3;ENSMUSP00000158143.2;ENSMUSP00000157542.2;	18034
Mus_musculus	Tox4	ENSMUSG00000016831	HMG	ENSMUSP00000022766.7;	268741
Mus_musculus	Zfp672	ENSMUSG00000049755	zf-C2H2	ENSMUSP00000104457.2;ENSMUSP00000114561.2;ENSMUSP00000070567.6;ENSMUSP00000140236.2;ENSMUSP00000060088.6;	319475
Mus_musculus	Zfp825	ENSMUSG00000069208	zf-C2H2	ENSMUSP00000144128.2;ENSMUSP00000152719.2;ENSMUSP00000073973.7;	235956
Mus_musculus	Zhx1	ENSMUSG00000022361	Homeobox	ENSMUSP00000135230.2;ENSMUSP00000066201.7;ENSMUSP00000134844.2;ENSMUSP00000105797.2;	22770
Mus_musculus	Spib	ENSMUSG00000008193	ETS	ENSMUSP00000096084.4;ENSMUSP00000035539.5;ENSMUSP00000145968.2;	272382
Mus_musculus	Irf5	ENSMUSG00000029771	IRF	ENSMUSP00000130548.2;ENSMUSP00000004392.6;ENSMUSP00000126273.3;ENSMUSP00000127021.2;ENSMUSP00000145299.2;	27056
Mus_musculus	Zfp52	ENSMUSG00000051341	zf-C2H2	ENSMUSP00000156662.2;ENSMUSP00000078233.4;	22710
Mus_musculus	Fezf1	ENSMUSG00000029697	zf-C2H2	ENSMUSP00000031709.6;	73191
Mus_musculus	Scrt1	ENSMUSG00000048385	zf-C2H2	ENSMUSP00000131152.2;ENSMUSP00000094093.4;	170729
Mus_musculus	Homez	ENSMUSG00000057156	Homeobox	ENSMUSP00000135648.2;ENSMUSP00000117828.2;ENSMUSP00000079929.6;ENSMUSP00000114619.2;	239099
Mus_musculus	4930522L14Rik	ENSMUSG00000072762	zf-C2H2	ENSMUSP00000108166.2;	100041734
Mus_musculus	Nr4a2	ENSMUSG00000026826	NGFIB-like	ENSMUSP00000108248.2;ENSMUSP00000138824.2;ENSMUSP00000028166.3;ENSMUSP00000108246.2;	18227
Mus_musculus	Zfp692	ENSMUSG00000037243	zf-C2H2	ENSMUSP00000131896.2;ENSMUSP00000126674.2;	103836
Mus_musculus	Thap12	ENSMUSG00000030753	THAP	ENSMUSP00000033009.10;ENSMUSP00000118736.2;ENSMUSP00000118403.2;	72981
Mus_musculus	Zfp953	ENSMUSG00000098905	zf-C2H2	ENSMUSP00000076700.7;	629016
Mus_musculus	En1	ENSMUSG00000058665	Homeobox	ENSMUSP00000078659.8;	13798
Mus_musculus	Onecut2	ENSMUSG00000045991	CUT	ENSMUSP00000135692.3;	225631
Mus_musculus	Stat4	ENSMUSG00000062939	STAT	ENSMUSP00000130713.2;ENSMUSP00000027277.6;	20849
Mus_musculus	Smad9	ENSMUSG00000027796	MH1	ENSMUSP00000029371.3;	55994
Mus_musculus	Nfib	ENSMUSG00000008575	CTF_NFI	ENSMUSP00000102865.3;ENSMUSP00000123169.2;ENSMUSP00000102869.2;ENSMUSP00000102866.2;ENSMUSP00000052863.9;ENSMUSP00000067629.3;ENSMUSP00000102868.2;	18028
Mus_musculus	Srebf2	ENSMUSG00000022463	bHLH	ENSMUSP00000155022.2;ENSMUSP00000023100.7;	20788
Mus_musculus	Gtf3a	ENSMUSG00000016503	zf-C2H2	ENSMUSP00000115824.2;ENSMUSP00000119607.2;	66596
Mus_musculus	Pitx3	ENSMUSG00000025229	Homeobox	ENSMUSP00000026259.10;ENSMUSP00000134563.2;	18742
Mus_musculus	Glis2	ENSMUSG00000014303	zf-C2H2	ENSMUSP00000014447.7;	83396
Mus_musculus	Zfp948	ENSMUSG00000067931	zf-C2H2	ENSMUSP00000086166.6;	381066
Mus_musculus	Gm21836	ENSMUSG00000096734	zf-C2H2	ENSMUSP00000137150.2;	NA
Mus_musculus	Zfp811	ENSMUSG00000055202	zf-C2H2	ENSMUSP00000079709.7;ENSMUSP00000144038.2;	240063
Mus_musculus	AI854703	ENSMUSG00000053297	zf-C2H2	ENSMUSP00000145635.2;ENSMUSP00000145812.2;ENSMUSP00000145982.2;ENSMUSP00000145967.2;	NA
Mus_musculus	Nr4a1	ENSMUSG00000023034	NGFIB-like	ENSMUSP00000023779.7;ENSMUSP00000155225.2;	15370
Mus_musculus	Adnp	ENSMUSG00000051149	Homeobox	ENSMUSP00000056809.5;ENSMUSP00000085316.6;	11538
Mus_musculus	Sim2	ENSMUSG00000062713	bHLH	ENSMUSP00000072043.8;ENSMUSP00000156302.2;	20465
Mus_musculus	Elf2	ENSMUSG00000037174	ETS	ENSMUSP00000126871.2;ENSMUSP00000061076.7;ENSMUSP00000088678.6;ENSMUSP00000103686.2;ENSMUSP00000103688.3;ENSMUSP00000141197.2;	69257
Mus_musculus	Mitf	ENSMUSG00000035158	bHLH	ENSMUSP00000144988.2;ENSMUSP00000044459.7;ENSMUSP00000108965.2;ENSMUSP00000145132.2;ENSMUSP00000098683.4;ENSMUSP00000044938.8;	17342
Mus_musculus	Zkscan6	ENSMUSG00000018347	zf-C2H2	ENSMUSP00000018491.8;ENSMUSP00000071406.3;	52712
Mus_musculus	Zfy2	ENSMUSG00000000103	zf-C2H2	ENSMUSP00000111557.2;ENSMUSP00000139591.2;	22768
Mus_musculus	Foxj3	ENSMUSG00000032998	Fork_head	ENSMUSP00000124806.2;ENSMUSP00000123815.2;ENSMUSP00000123923.2;ENSMUSP00000035746.9;ENSMUSP00000101917.3;	230700
Mus_musculus	Zfp128	ENSMUSG00000060397	zf-C2H2	ENSMUSP00000115378.2;	243833
Mus_musculus	Ptf1a	ENSMUSG00000026735	bHLH	ENSMUSP00000028068.3;	19213
Mus_musculus	Cdx2	ENSMUSG00000029646	Homeobox	ENSMUSP00000031650.4;	12591
Mus_musculus	Tsc22d4	ENSMUSG00000029723	TSC22	ENSMUSP00000098107.4;ENSMUSP00000120835.2;ENSMUSP00000106613.2;	78829
Mus_musculus	Zbtb3	ENSMUSG00000071661	ZBTB	ENSMUSP00000127746.2;ENSMUSP00000127746.2;	75291
Mus_musculus	Yy2	ENSMUSG00000091736	zf-C2H2	ENSMUSP00000070112.5;	100073351
Mus_musculus	Zfp870	ENSMUSG00000095325	zf-C2H2	ENSMUSP00000136197.2;ENSMUSP00000154207.2;	240066
Mus_musculus	Zfp459	ENSMUSG00000055560	zf-C2H2	ENSMUSP00000153490.2;ENSMUSP00000063027.8;ENSMUSP00000153407.2;	328274
Mus_musculus	Ascl5	ENSMUSG00000097918	bHLH	ENSMUSP00000137746.2;	226439
Mus_musculus	Tbx19	ENSMUSG00000026572	T-box	ENSMUSP00000123909.2;ENSMUSP00000027859.6;	83993
Mus_musculus	Prrxl1	ENSMUSG00000041730	Homeobox	ENSMUSP00000140687.2;ENSMUSP00000140337.2;ENSMUSP00000064107.6;ENSMUSP00000154801.2;ENSMUSP00000139756.2;	107751
Mus_musculus	Plagl1	ENSMUSG00000019817	zf-C2H2	ENSMUSP00000113710.2;ENSMUSP00000117321.2;ENSMUSP00000112889.2;ENSMUSP00000112847.2;ENSMUSP00000141514.2;	NA
Mus_musculus	Rhox2b	ENSMUSG00000079638	Homeobox	ENSMUSP00000110845.4;	100039913
Mus_musculus	Hey1	ENSMUSG00000040289	bHLH	ENSMUSP00000038014.4;	15213
Mus_musculus	Hivep3	ENSMUSG00000028634	zf-C2H2	ENSMUSP00000130249.3;ENSMUSP00000101914.3;	16656
Mus_musculus	Hopx	ENSMUSG00000059325	Homeobox	ENSMUSP00000109080.3;ENSMUSP00000080630.5;ENSMUSP00000113295.3;	74318
Mus_musculus	Zfp689	ENSMUSG00000048921	zf-C2H2	ENSMUSP00000056610.5;ENSMUSP00000101906.2;	71131
Mus_musculus	Olig3	ENSMUSG00000045591	bHLH	ENSMUSP00000057106.6;	NA
Mus_musculus	Elk3	ENSMUSG00000008398	ETS	ENSMUSP00000008542.6;ENSMUSP00000121754.2;ENSMUSP00000122324.2;	13713
Mus_musculus	Gtf2ird1	ENSMUSG00000023079	GTF2I	ENSMUSP00000106875.2;ENSMUSP00000143848.2;ENSMUSP00000144502.2;ENSMUSP00000098215.4;ENSMUSP00000129392.3;ENSMUSP00000072904.6;ENSMUSP00000098217.4;ENSMUSP00000144203.2;ENSMUSP00000144604.2;ENSMUSP00000144420.2;ENSMUSP00000098219.4;ENSMUSP00000144447.2;ENSMUSP00000132882.3;ENSMUSP00000144373.2;ENSMUSP00000144222.2;ENSMUSP00000106876.3;ENSMUSP00000143809.2;ENSMUSP00000144521.2;ENSMUSP00000073752.6;ENSMUSP00000143897.2;	57080
Mus_musculus	AU041133	ENSMUSG00000078435	zf-C2H2	ENSMUSP00000144661.2;ENSMUSP00000100951.3;	216177
Mus_musculus	Sox5	ENSMUSG00000041540	HMG	ENSMUSP00000047567.8;ENSMUSP00000076403.6;ENSMUSP00000107378.2;ENSMUSP00000107377.2;ENSMUSP00000133041.3;	20678
Mus_musculus	Zscan25	ENSMUSG00000070420	zf-C2H2	ENSMUSP00000091664.4;	666311
Mus_musculus	Irx6	ENSMUSG00000031738	Homeobox	ENSMUSP00000034185.7;ENSMUSP00000127446.2;	64379
Mus_musculus	Vdr	ENSMUSG00000022479	THR-like	ENSMUSP00000116842.2;ENSMUSP00000134584.3;ENSMUSP00000023119.9;	22337
Mus_musculus	Zfp322a	ENSMUSG00000046351	zf-C2H2	ENSMUSP00000120804.2;ENSMUSP00000119883.2;ENSMUSP00000118754.2;ENSMUSP00000061524.3;	218100
Mus_musculus	Zfp513	ENSMUSG00000043059	zf-C2H2	ENSMUSP00000110238.2;ENSMUSP00000031562.9;	101023
Mus_musculus	Hmgxb4	ENSMUSG00000034518	HMG	ENSMUSP00000045126.8;ENSMUSP00000105566.2;	70823
Mus_musculus	Fosb	ENSMUSG00000003545	TF_bZIP	ENSMUSP00000146569.2;ENSMUSP00000003640.3;ENSMUSP00000146789.2;	14282
Mus_musculus	Zik1	ENSMUSG00000030393	zf-C2H2	ENSMUSP00000032551.8;	22775
Mus_musculus	Nhlh2	ENSMUSG00000048540	bHLH	ENSMUSP00000064355.5;ENSMUSP00000143362.2;ENSMUSP00000142746.2;	18072
Mus_musculus	Prdm5	ENSMUSG00000029913	zf-C2H2	ENSMUSP00000031976.8;ENSMUSP00000031973.7;ENSMUSP00000133423.2;ENSMUSP00000079979.8;	70779
Mus_musculus	Hmx3	ENSMUSG00000040148	Homeobox	ENSMUSP00000039018.6;	15373
Mus_musculus	Gm9049	ENSMUSG00000112919	MYB	ENSMUSP00000151392.2;	668216
Mus_musculus	Zfp141	ENSMUSG00000092416	zf-C2H2	ENSMUSP00000133899.2;	434178
Mus_musculus	Zfp872	ENSMUSG00000074472	zf-C2H2	ENSMUSP00000136074.2;ENSMUSP00000089089.5;ENSMUSP00000149642.2;	619310
Mus_musculus	Zfp300	ENSMUSG00000031079	zf-C2H2	ENSMUSP00000046514.7;	245368
Mus_musculus	Zfp663	ENSMUSG00000056824	zf-C2H2	ENSMUSP00000072813.8;ENSMUSP00000099374.2;	381405
Mus_musculus	5730507C01Rik	ENSMUSG00000073197	zf-C2H2	ENSMUSP00000099112.2;ENSMUSP00000137525.2;	236366
Mus_musculus	Elf1	ENSMUSG00000036461	ETS	ENSMUSP00000106459.2;ENSMUSP00000153956.2;ENSMUSP00000046515.6;	13709
Mus_musculus	Zfp524	ENSMUSG00000051184	zf-C2H2	ENSMUSP00000146921.2;ENSMUSP00000083533.4;ENSMUSP00000147095.2;	66056
Mus_musculus	Nkx6-3	ENSMUSG00000063672	Homeobox	ENSMUSP00000071517.7;	74561
Mus_musculus	Six6	ENSMUSG00000021099	Homeobox	ENSMUSP00000021519.5;	20476
Mus_musculus	Zfp777	ENSMUSG00000071477	zf-C2H2	ENSMUSP00000093637.4;ENSMUSP00000110230.2;	72306
Mus_musculus	Zfp109	ENSMUSG00000074283	zf-C2H2	ENSMUSP00000045498.7;ENSMUSP00000145925.2;ENSMUSP00000146043.2;	56869
Mus_musculus	Zbtb24	ENSMUSG00000019826	ZBTB	ENSMUSP00000079592.9;ENSMUSP00000079592.9;ENSMUSP00000148861.2;	268294
Mus_musculus	Zfp966	ENSMUSG00000089756	zf-C2H2	ENSMUSP00000104577.3;	667962
Mus_musculus	En2	ENSMUSG00000039095	Homeobox	ENSMUSP00000036761.8;	13799
Mus_musculus	Nkx2-2	ENSMUSG00000027434	Homeobox	ENSMUSP00000069666.6;ENSMUSP00000105596.4;	18088
Mus_musculus	Gm10130	ENSMUSG00000095315	zf-C2H2	ENSMUSP00000158750.2;	102633750
Mus_musculus	Zbtb43	ENSMUSG00000026788	ZBTB	ENSMUSP00000028125.6;ENSMUSP00000028125.6;ENSMUSP00000092645.3;ENSMUSP00000092645.3;ENSMUSP00000108781.3;ENSMUSP00000108781.3;	71834
Mus_musculus	Hoxb8	ENSMUSG00000056648	Homeobox	ENSMUSP00000120351.2;ENSMUSP00000052496.3;ENSMUSP00000128136.2;	15416
Mus_musculus	Gm4981	ENSMUSG00000075045	Homeobox	ENSMUSP00000097314.3;	245263
Mus_musculus	Mafg	ENSMUSG00000051510	TF_bZIP	ENSMUSP00000101786.2;ENSMUSP00000101788.2;ENSMUSP00000053899.8;ENSMUSP00000101787.2;	17134
Mus_musculus	Bach2	ENSMUSG00000040270	TF_bZIP	ENSMUSP00000103815.3;ENSMUSP00000043693.7;ENSMUSP00000131592.2;	12014
Mus_musculus	Satb1	ENSMUSG00000023927	CUT	ENSMUSP00000116006.2;ENSMUSP00000120536.2;ENSMUSP00000128841.2;ENSMUSP00000134957.2;ENSMUSP00000118839.2;ENSMUSP00000116020.3;ENSMUSP00000119842.3;	20230
Mus_musculus	Trerf1	ENSMUSG00000064043	zf-C2H2	ENSMUSP00000159410.2;	224829
Mus_musculus	Zfp536	ENSMUSG00000043456	zf-C2H2	ENSMUSP00000135218.2;ENSMUSP00000135681.2;ENSMUSP00000134778.2;ENSMUSP00000135068.2;ENSMUSP00000159087.2;ENSMUSP00000058468.7;	243937
Mus_musculus	Arid1b	ENSMUSG00000069729	ARID	ENSMUSP00000111463.3;ENSMUSP00000156119.2;ENSMUSP00000090398.5;ENSMUSP00000111465.2;	239985
Mus_musculus	Zfp612	ENSMUSG00000044676	zf-C2H2	ENSMUSP00000148717.2;ENSMUSP00000062474.10;	234725
Mus_musculus	Rfx7	ENSMUSG00000037674	RFX	ENSMUSP00000139195.2;ENSMUSP00000091338.4;ENSMUSP00000138957.2;ENSMUSP00000127192.2;	319758
Mus_musculus	Arid3b	ENSMUSG00000004661	ARID	ENSMUSP00000130173.2;ENSMUSP00000096283.4;ENSMUSP00000004780.10;	56380
Mus_musculus	Grhl2	ENSMUSG00000022286	CP2	ENSMUSP00000125410.2;ENSMUSP00000022895.9;	252973
Mus_musculus	Tshz3	ENSMUSG00000021217	zf-C2H2	ENSMUSP00000021641.7;	243931
